"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","281","test_p1_enroll_no_auth","tests.api","Sun May 17 16:04:54 UTC 2026","passed","Sun May 17 16:04:55 UTC 2026","TestCoursesEnrollmentsP1","test_courses","",""
"","442","test_approve_request","tests.api","Sun May 17 16:04:09 UTC 2026","passed","Sun May 17 16:04:09 UTC 2026","TestAuthClassrooms","test_auth","",""
"P0: Create a new availability slot.","218","test_create_availability","tests.api","Sun May 17 16:06:18 UTC 2026","passed","Sun May 17 16:06:19 UTC 2026","TestMentorshipAvailability","test_mentorship","",""
"","4662","test_suggest_roles","tests.api","Sun May 17 16:05:24 UTC 2026","passed","Sun May 17 16:05:28 UTC 2026","TestAIInterview","test_interview","",""
"P1: DEL /v1/mentors/99999/profile → 404.","209","test_p1_delete_mentor_profile_nonexistent","tests.api","Sun May 17 16:06:34 UTC 2026","passed","Sun May 17 16:06:34 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"P0: POST /api/v1/courses/{id}/reviews — submit review.","221","test_post_course_review_new","tests.api","Sun May 17 16:05:17 UTC 2026","failed","Sun May 17 16:05:17 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"P0: GET /api/v1/tenants/{id}/sub-accounts/{user_id}/limit.","209","test_get_tenant_sub_account_limit","tests.api","Sun May 17 16:04:41 UTC 2026","passed","Sun May 17 16:04:41 UTC 2026","TestBillingNewEndpoints","test_billing","",""
"P1: Create a course request.","279","test_idp_create_course_request","tests.api","Sun May 17 16:03:51 UTC 2026","passed","Sun May 17 16:03:51 UTC 2026","TestAuthIDPCRUD","test_auth","",""
"","216","test_post_user_role","tests.api","Sun May 17 16:04:16 UTC 2026","passed","Sun May 17 16:04:16 UTC 2026","TestAuthUserRoles","test_auth","",""
"","216","test_get_results","tests.api","Sun May 17 16:03:55 UTC 2026","passed","Sun May 17 16:03:56 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"P1: POST /sessions with empty body → 422.","263","test_p1_book_session_empty","tests.api","Sun May 17 16:06:21 UTC 2026","passed","Sun May 17 16:06:21 UTC 2026","TestMentorshipSessions","test_mentorship","",""
"P0: GET /v1/internal/skill-scores/{user_id} — fetch skill scores for a user.","261","test_get_internal_skill_scores","tests.api","Sun May 17 16:16:50 UTC 2026","failed","Sun May 17 16:16:51 UTC 2026","TestQuizNewEndpoints","test_quiz","",""
"","228","test_get_module_quiz","tests.api","Sun May 17 16:05:12 UTC 2026","passed","Sun May 17 16:05:12 UTC 2026","TestCoursesQuizzes","test_courses","",""
"P1: GET /api/v1/it-journey/recommendations/FAKE → 404.","215","test_p1_get_recommendations_nonexistent_session","tests.api","Sun May 17 16:06:08 UTC 2026","passed","Sun May 17 16:06:08 UTC 2026","TestJobsITJourneyP1","test_jobs_endpoints","",""
"P0: Get audit dashboard.","712","test_audit_dashboard","tests.api","Sun May 17 16:04:34 UTC 2026","passed","Sun May 17 16:04:34 UTC 2026","TestBillingAdmin","test_billing","",""
"P1: DEL /v1/mentors/99999/subscribe → 404.","218","test_p1_unsubscribe_nonexistent_mentor","tests.api","Sun May 17 16:06:32 UTC 2026","passed","Sun May 17 16:06:32 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"P0: Search for mentors.","888","test_mentor_search","tests.api","Sun May 17 16:06:15 UTC 2026","passed","Sun May 17 16:06:16 UTC 2026","TestMentorshipDiscovery","test_mentorship","",""
"","842","test_p1_groups_no_auth","tests.api","Sun May 17 16:04:18 UTC 2026","passed","Sun May 17 16:04:19 UTC 2026","TestAuthNewP1","test_auth","",""
"POST /v1/interview/suggest-roles without token → 401/403.","457","test_p1_suggest_roles_no_auth","tests.api","Sun May 17 16:05:45 UTC 2026","passed","Sun May 17 16:05:45 UTC 2026","TestAIInterviewP1","test_interview","",""
"","254","test_p1_coding_generate_question_empty","tests.api","Sun May 17 16:16:22 UTC 2026","passed","Sun May 17 16:16:22 UTC 2026","TestQuizP1","test_quiz","",""
"","248","test_audits","tests.api","Sun May 17 16:05:57 UTC 2026","passed","Sun May 17 16:05:57 UTC 2026","TestJobsReal","test_jobs_endpoints","",""
"","231","test_p1_end_assessment_nonexistent","tests.api","Sun May 17 16:16:25 UTC 2026","passed","Sun May 17 16:16:25 UTC 2026","TestQuizP1","test_quiz","",""
"P0: Create a new skill.","309","test_create_skill","tests.api","Sun May 17 16:06:12 UTC 2026","passed","Sun May 17 16:06:12 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"","218","test_list_roles","tests.api","Sun May 17 16:02:19 UTC 2026","passed","Sun May 17 16:02:20 UTC 2026","TestAuthProtected","test_auth","",""
"P1: GET /v1/user/99999/recommendations → 404 or empty.","225","test_p1_user_recommendations_nonexistent","tests.api","Sun May 17 16:05:54 UTC 2026","passed","Sun May 17 16:05:54 UTC 2026","TestInterviewNewEndpointsP1","test_interview","",""
"P1: GET /api/v1/it-journey/roles/nonexistent-slug → 404.","254","test_p1_get_role_nonexistent","tests.api","Sun May 17 16:06:08 UTC 2026","passed","Sun May 17 16:06:08 UTC 2026","TestJobsITJourneyP1","test_jobs_endpoints","",""
"","309","test_p1_record_quiz_result_empty","tests.api","Sun May 17 16:05:02 UTC 2026","passed","Sun May 17 16:05:03 UTC 2026","TestCoursesAnalyticsP1","test_courses","",""
"Login with non-existent email → 401 or 404.","355","test_p1_login_nonexistent_email","tests.api","Sun May 17 16:02:11 UTC 2026","passed","Sun May 17 16:02:11 UTC 2026","TestAuthPublicP1","test_auth","",""
"P0: GET /v1/evaluations/admin/{id} — admin gets single evaluation.","304","test_get_evaluation_admin_by_id","tests.api","Sun May 17 16:16:52 UTC 2026","passed","Sun May 17 16:16:52 UTC 2026","TestQuizNewEndpoints","test_quiz","",""
"","0","test_leave_company","tests.api","Sun May 17 16:04:04 UTC 2026","skipped","Sun May 17 16:04:04 UTC 2026","TestAuthCompanyExtended","test_auth","",""
"P1: POST /resumes without token → 401/403.","596","test_p1_upload_no_auth","tests.api","Sun May 17 16:17:08 UTC 2026","passed","Sun May 17 16:17:09 UTC 2026","TestResumeP1","test_resumes","",""
"P1: PUT /api/v1/lessons/FAKE → 404.","221","test_p1_put_lesson_nonexistent","tests.api","Sun May 17 16:05:22 UTC 2026","passed","Sun May 17 16:05:23 UTC 2026","TestCoursesNewEndpointsP1","test_courses","",""
"Login with SQL injection attempt should not return 500.","496","test_p1_login_sql_injection_in_email","tests.api","Sun May 17 16:02:12 UTC 2026","passed","Sun May 17 16:02:12 UTC 2026","TestAuthPublicP1","test_auth","",""
"P0: Create assessment with manual questions.","460","test_manual_create_assessment","tests.api","Sun May 17 16:02:55 UTC 2026","passed","Sun May 17 16:02:55 UTC 2026","TestAuthAssessments","test_auth","",""
"P1: PUT /api/v1/notes/99999 → 404.","266","test_p1_put_note_nonexistent","tests.api","Sun May 17 16:05:23 UTC 2026","passed","Sun May 17 16:05:23 UTC 2026","TestCoursesNewEndpointsP1","test_courses","",""
"","252","test_create_module","tests.api","Sun May 17 16:04:49 UTC 2026","passed","Sun May 17 16:04:50 UTC 2026","TestCoursesModules","test_courses","",""
"P0: GET /v1/evaluations/by-type/{type} — get evaluations filtered by type.","319","test_get_evaluations_by_type","tests.api","Sun May 17 16:16:51 UTC 2026","passed","Sun May 17 16:16:51 UTC 2026","TestQuizNewEndpoints","test_quiz","",""
"","238","test_p1_university_no_auth","tests.api","Sun May 17 16:04:24 UTC 2026","passed","Sun May 17 16:04:24 UTC 2026","TestAuthNewP1","test_auth","",""
"P1: Get my pending company invites.","548","test_get_my_pending_company_invites","tests.api","Sun May 17 16:03:42 UTC 2026","passed","Sun May 17 16:03:43 UTC 2026","TestAuthCompanyInvites","test_auth","",""
"POST /auth/api/interview/progress without token → 401/403.","232","test_p1_track_progress_no_auth","tests.api","Sun May 17 16:02:44 UTC 2026","passed","Sun May 17 16:02:44 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P1: POST /v1/mentors/99999/subscribe → 404.","220","test_p1_subscribe_nonexistent_mentor","tests.api","Sun May 17 16:06:31 UTC 2026","passed","Sun May 17 16:06:32 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"P1: GET /mentors/99999/ratings → 200 (empty) or 404.","224","test_p1_mentor_ratings_nonexistent","tests.api","Sun May 17 16:06:23 UTC 2026","passed","Sun May 17 16:06:23 UTC 2026","TestMentorshipRatings","test_mentorship","",""
"","252","test_p1_create_assessment_empty","tests.api","Sun May 17 16:16:24 UTC 2026","passed","Sun May 17 16:16:24 UTC 2026","TestQuizP1","test_quiz","",""
"","240","test_delete_university_group","tests.api","Sun May 17 16:02:29 UTC 2026","passed","Sun May 17 16:02:29 UTC 2026","TestAuthUniversity","test_auth","",""
"","251","test_del_user_safe","tests.api","Sun May 17 16:04:16 UTC 2026","failed","Sun May 17 16:04:16 UTC 2026","TestAuthUserRoles","test_auth","",""
"","350","test_p1_classrooms_no_auth","tests.api","Sun May 17 16:04:20 UTC 2026","passed","Sun May 17 16:04:20 UTC 2026","TestAuthNewP1","test_auth","",""
"","436","test_restore_and_hard_delete","tests.api","Sun May 17 16:05:58 UTC 2026","passed","Sun May 17 16:05:58 UTC 2026","TestJobsReal","test_jobs_endpoints","",""
"","230","test_p1_update_coding_question_nonexistent","tests.api","Sun May 17 16:16:25 UTC 2026","passed","Sun May 17 16:16:26 UTC 2026","TestQuizP1","test_quiz","",""
"P1: GET /jobs/nonexistent → 404.","217","test_p1_get_job_nonexistent","tests.api","Sun May 17 16:06:02 UTC 2026","passed","Sun May 17 16:06:02 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"","224","test_refresh_token","tests.api","Sun May 17 16:02:12 UTC 2026","passed","Sun May 17 16:02:13 UTC 2026","TestAuthOther","test_auth","",""
"P0: GET /v1/user/{id}/recommendations — user recommendations.","229","test_get_user_recommendations_new","tests.api","Sun May 17 16:05:51 UTC 2026","passed","Sun May 17 16:05:51 UTC 2026","TestInterviewNewEndpoints","test_interview","",""
"","219","test_create_university","tests.api","Sun May 17 16:02:24 UTC 2026","passed","Sun May 17 16:02:24 UTC 2026","TestAuthUniversity","test_auth","",""
"P1: PATCH /v1/mentors/me/hide-profile without token → 401.","275","test_p1_hide_profile_no_auth","tests.api","Sun May 17 16:06:34 UTC 2026","passed","Sun May 17 16:06:34 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"GET /auth/api/interview/rounds/99999 → 200 empty or 404.","220","test_p1_get_interviews_nonexistent_jd","tests.api","Sun May 17 16:02:43 UTC 2026","passed","Sun May 17 16:02:43 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P1: POST /skills without token — endpoint may be public (200) or 401.","326","test_p1_create_skill_no_auth","tests.api","Sun May 17 16:06:12 UTC 2026","passed","Sun May 17 16:06:12 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"P1: PUT /universities/1 without token → 401/403.","278","test_p1_update_university_no_auth","tests.api","Sun May 17 16:03:10 UTC 2026","passed","Sun May 17 16:03:10 UTC 2026","TestAuthUniversityCRUDP1","test_auth","",""
"P1: Without token → 401/403.","343","test_p1_idp_suggest_roles_no_auth","tests.api","Sun May 17 16:03:34 UTC 2026","passed","Sun May 17 16:03:34 UTC 2026","TestAuthIDPP1","test_auth","",""
"GET without token → 401/403.","255","test_p1_enhanced_shortlist_no_auth","tests.api","Sun May 17 16:03:47 UTC 2026","passed","Sun May 17 16:03:47 UTC 2026","TestAuthShortlistEnhanced","test_auth","",""
"POST /auth/universities/my/pending-invites/reject for already accepted invite.","216","test_p1_reject_already_accepted_invite","tests.api","Sun May 17 16:02:36 UTC 2026","passed","Sun May 17 16:02:37 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","239","test_p1_create_lesson_no_auth","tests.api","Sun May 17 16:04:52 UTC 2026","passed","Sun May 17 16:04:53 UTC 2026","TestCoursesLessonsP1","test_courses","",""
"","239","test_list_group_members","tests.api","Sun May 17 16:03:57 UTC 2026","passed","Sun May 17 16:03:58 UTC 2026","TestAuthCompanyGroupsCRUD","test_auth","",""
"P0: Generate roadmap from gap analysis output.","10199","test_idp_generate_roadmap_from_gap","tests.api","Sun May 17 16:03:23 UTC 2026","passed","Sun May 17 16:03:34 UTC 2026","TestAuthIDP","test_auth","",""
"","336","test_p1_complete_lesson_nonexistent","tests.api","Sun May 17 16:04:55 UTC 2026","passed","Sun May 17 16:04:55 UTC 2026","TestCoursesEnrollmentsP1","test_courses","",""
"P1: DEL /api/v1/pricing/packs/99999 → 404.","208","test_p1_delete_pack_nonexistent","tests.api","Sun May 17 16:04:42 UTC 2026","passed","Sun May 17 16:04:42 UTC 2026","TestBillingNewEndpointsP1","test_billing","",""
"P1: POST /subscriptions/99999/grant → 404.","221","test_p1_grant_due_nonexistent","tests.api","Sun May 17 16:04:33 UTC 2026","passed","Sun May 17 16:04:34 UTC 2026","TestBillingSubscriptions","test_billing","",""
"P0: Add a question to a draft assessment.","235","test_add_question","tests.api","Sun May 17 16:03:03 UTC 2026","passed","Sun May 17 16:03:03 UTC 2026","TestAuthAssessmentQuestions","test_auth","",""
"P0: POST /api/v1/resumes/builder/parse — parse a resume.","235","test_builder_parse","tests.api","Sun May 17 16:17:14 UTC 2026","passed","Sun May 17 16:17:14 UTC 2026","TestResumeNewEndpoints","test_resumes","",""
"","312","test_admin_stats","tests.api","Sun May 17 16:05:03 UTC 2026","passed","Sun May 17 16:05:03 UTC 2026","TestCoursesAdmin","test_courses","",""
"P1: GET /v1/evaluations/admin/1 without token → 401/403.","289","test_p1_get_eval_admin_no_auth","tests.api","Sun May 17 16:16:57 UTC 2026","passed","Sun May 17 16:16:58 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"P1: GET /v1/mentors/99999/reviews → 404 or empty.","262","test_p1_get_mentor_reviews_nonexistent","tests.api","Sun May 17 16:06:32 UTC 2026","passed","Sun May 17 16:06:32 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"","240","test_publish","tests.api","Sun May 17 16:03:54 UTC 2026","passed","Sun May 17 16:03:54 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"P1: DELETE /jobs/nonexistent → 404.","250","test_p1_delete_job_nonexistent","tests.api","Sun May 17 16:06:03 UTC 2026","passed","Sun May 17 16:06:03 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"P0: List company groups.","761","test_list_company_groups","tests.api","Sun May 17 16:03:38 UTC 2026","passed","Sun May 17 16:03:38 UTC 2026","TestAuthCompanyGroups","test_auth","",""
"P1: DELETE /me/mentor/skills/99999 → 204 (idempotent) or 404.","250","test_p1_delete_mentor_skill_nonexistent","tests.api","Sun May 17 16:06:13 UTC 2026","passed","Sun May 17 16:06:13 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"P1: POST /listings/recommend with empty body → 422.","211","test_p1_recommend_jobs_empty","tests.api","Sun May 17 16:06:04 UTC 2026","passed","Sun May 17 16:06:04 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"","269","test_idp_delete","tests.api","Sun May 17 16:04:12 UTC 2026","passed","Sun May 17 16:04:12 UTC 2026","TestAuthIDPAssessments","test_auth","",""
"P1: POST /resumes/builder/export/pdf with empty → 422.","219","test_p1_export_pdf_empty","tests.api","Sun May 17 16:17:08 UTC 2026","passed","Sun May 17 16:17:08 UTC 2026","TestResumeP1","test_resumes","",""
"","310","test_p1_submit_attempt_no_auth","tests.api","Sun May 17 16:05:14 UTC 2026","passed","Sun May 17 16:05:15 UTC 2026","TestCoursesQuizzesP1","test_courses","",""
"P1: POST /companies with empty body → 422.","254","test_p1_create_company_empty","tests.api","Sun May 17 16:06:04 UTC 2026","passed","Sun May 17 16:06:04 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"","255","test_p1_get_all_evaluation_by_admin_unauthorized","tests.api","Sun May 17 16:16:23 UTC 2026","passed","Sun May 17 16:16:23 UTC 2026","TestQuizP1","test_quiz","",""
"P1: DEL /api/v1/bookmarks/99999 → 404.","272","test_p1_delete_bookmark_nonexistent","tests.api","Sun May 17 16:05:22 UTC 2026","passed","Sun May 17 16:05:22 UTC 2026","TestCoursesNewEndpointsP1","test_courses","",""
"P0: Create a draft assessment for question tests.","448","test_setup_create_assessment","tests.api","Sun May 17 16:03:02 UTC 2026","passed","Sun May 17 16:03:03 UTC 2026","TestAuthAssessmentQuestions","test_auth","",""
"","0","test_admin_review_queue","tests.api","Sun May 17 16:05:03 UTC 2026","skipped","Sun May 17 16:05:03 UTC 2026","TestCoursesAdmin","test_courses","",""
"P0: Edit a question in a draft assessment.","846","test_edit_question","tests.api","Sun May 17 16:03:03 UTC 2026","passed","Sun May 17 16:03:04 UTC 2026","TestAuthAssessmentQuestions","test_auth","",""
"","216","test_month_start_final","tests.api","Sun May 17 16:04:10 UTC 2026","passed","Sun May 17 16:04:10 UTC 2026","TestAuthIDPAssessments","test_auth","",""
"","217","test_del_university_safe","tests.api","Sun May 17 16:04:13 UTC 2026","passed","Sun May 17 16:04:14 UTC 2026","TestAuthUniversities","test_auth","",""
"POST /api/jd/create with empty required_skills → 422.","216","test_p1_create_jd_empty_skills","tests.api","Sun May 17 16:02:54 UTC 2026","passed","Sun May 17 16:02:54 UTC 2026","TestAuthJDCreateP1","test_auth","",""
"P1: POST /jobs/nonexistent/restore → 404.","216","test_p1_restore_nonexistent","tests.api","Sun May 17 16:06:05 UTC 2026","passed","Sun May 17 16:06:05 UTC 2026","TestJobsP1","test_jobs_endpoints","",""
"","361","test_enhance_resume_builder_section_with_ai","tests.api","Sun May 17 16:17:05 UTC 2026","passed","Sun May 17 16:17:05 UTC 2026","TestResume","test_resumes","",""
"P1: DELETE /universities/1 without token → 401/403.","861","test_p1_delete_university_no_auth","tests.api","Sun May 17 16:03:10 UTC 2026","passed","Sun May 17 16:03:11 UTC 2026","TestAuthUniversityCRUDP1","test_auth","",""
"","230","test_get_course_content","tests.api","Sun May 17 16:04:47 UTC 2026","passed","Sun May 17 16:04:47 UTC 2026","TestCoursesCRUD","test_courses","",""
"","2273","test_analyze_performance_gaps","tests.api","Sun May 17 16:12:49 UTC 2026","failed","Sun May 17 16:12:51 UTC 2026","TestQuizAPIs","test_quiz","",""
"","313","test_p1_create_lesson_missing_type","tests.api","Sun May 17 16:04:53 UTC 2026","passed","Sun May 17 16:04:53 UTC 2026","TestCoursesLessonsP1","test_courses","",""
"POST /auth/register with invalid email format → 422.","851","test_p1_register_invalid_email_format","tests.api","Sun May 17 16:02:08 UTC 2026","passed","Sun May 17 16:02:09 UTC 2026","TestAuthPublicP1","test_auth","",""
"","250","test_update_a_company_profile_by_id","tests.api","Sun May 17 16:02:48 UTC 2026","passed","Sun May 17 16:02:48 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","214","test_p1_get_coding_question_nonexistent","tests.api","Sun May 17 16:16:25 UTC 2026","passed","Sun May 17 16:16:25 UTC 2026","TestQuizP1","test_quiz","",""
"","328","test_difficult_quiz_questions","tests.api","Sun May 17 16:05:01 UTC 2026","passed","Sun May 17 16:05:01 UTC 2026","TestCoursesAnalytics","test_courses","",""
"","353","test_p1_generate_aptitude_empty","tests.api","Sun May 17 16:16:18 UTC 2026","passed","Sun May 17 16:16:19 UTC 2026","TestQuizP1","test_quiz","",""
"","211","test_root","tests.api","Sun May 17 16:17:05 UTC 2026","passed","Sun May 17 16:17:06 UTC 2026","TestResume","test_resumes","",""
"","260","test_shortlist_candidates_for_a_jd","tests.api","Sun May 17 16:02:32 UTC 2026","passed","Sun May 17 16:02:32 UTC 2026","TestAuthUniversity","test_auth","",""
"POST /auth/universities duplicate name → 409.","434","test_p1_create_university_duplicate","tests.api","Sun May 17 16:02:33 UTC 2026","passed","Sun May 17 16:02:33 UTC 2026","TestAuthUniversityP1","test_auth","",""
"P0: Add members to company group.","247","test_add_company_group_members","tests.api","Sun May 17 16:03:39 UTC 2026","passed","Sun May 17 16:03:39 UTC 2026","TestAuthCompanyGroups","test_auth","",""
"GET /v1/interview/me/sessions/FAKE/history → 404.","224","test_p1_get_conversation_history_invalid_session","tests.api","Sun May 17 16:05:47 UTC 2026","passed","Sun May 17 16:05:48 UTC 2026","TestAIInterviewP1","test_interview","",""
"","274","test_del_role_safe","tests.api","Sun May 17 16:04:13 UTC 2026","passed","Sun May 17 16:04:13 UTC 2026","TestAuthRolesCRUD","test_auth","",""
"POST /auth/universities/my/pending-invites/reject for id 99999 → 404.","218","test_p1_reject_nonexistent_invite","tests.api","Sun May 17 16:02:34 UTC 2026","passed","Sun May 17 16:02:35 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","330","test_record_quiz_question_result","tests.api","Sun May 17 16:05:02 UTC 2026","passed","Sun May 17 16:05:02 UTC 2026","TestCoursesAnalytics","test_courses","",""
"","259","test_p1_evaluate_writing_empty","tests.api","Sun May 17 16:16:20 UTC 2026","passed","Sun May 17 16:16:21 UTC 2026","TestQuizP1","test_quiz","",""
"P1: GET /v1/tests/99999 → 404.","218","test_p1_get_test_nonexistent","tests.api","Sun May 17 16:06:33 UTC 2026","passed","Sun May 17 16:06:33 UTC 2026","TestMentorshipNewEndpointsP1","test_mentorship","",""
"PUT /api/assessments/99999 → 404.","220","test_p1_update_assessment_nonexistent","tests.api","Sun May 17 16:03:01 UTC 2026","passed","Sun May 17 16:03:01 UTC 2026","TestAuthAssessmentsP1","test_auth","",""
"P1: GET /mentors/99999/availability → 200 (empty) or 404.","222","test_p1_list_availability_nonexistent_mentor","tests.api","Sun May 17 16:06:20 UTC 2026","passed","Sun May 17 16:06:20 UTC 2026","TestMentorshipAvailability","test_mentorship","",""
"","311","test_engagement_metrics","tests.api","Sun May 17 16:05:00 UTC 2026","passed","Sun May 17 16:05:00 UTC 2026","TestCoursesAnalytics","test_courses","",""
"","429","test_del_assessment_safe","tests.api","Sun May 17 16:03:53 UTC 2026","passed","Sun May 17 16:03:53 UTC 2026","TestAuthAssessmentsCRUD","test_auth","",""
"","232","test_p1_admin_stats_no_auth","tests.api","Sun May 17 16:05:03 UTC 2026","passed","Sun May 17 16:05:03 UTC 2026","TestCoursesAdminP1","test_courses","",""
"","2213","test_generate_interview_pdf","tests.api","Sun May 17 16:14:56 UTC 2026","failed","Sun May 17 16:14:58 UTC 2026","TestQuizAPIs","test_quiz","",""
"P0: POST /api/v1/modules/{id}/lessons — add lesson to module.","231","test_create_module_lesson","tests.api","Sun May 17 16:05:19 UTC 2026","passed","Sun May 17 16:05:19 UTC 2026","TestCoursesNewEndpoints","test_courses","",""
"","294","test_submit_quiz_attempt","tests.api","Sun May 17 16:05:13 UTC 2026","passed","Sun May 17 16:05:13 UTC 2026","TestCoursesQuizzes","test_courses","",""
"POST /api/jd/create without job_title → 422.","214","test_p1_create_jd_missing_required_fields","tests.api","Sun May 17 16:02:54 UTC 2026","passed","Sun May 17 16:02:54 UTC 2026","TestAuthJDCreateP1","test_auth","",""
"P1: GET /reports/usage-heatmap without required dates → 422.","313","test_p1_heatmap_no_dates","tests.api","Sun May 17 16:04:38 UTC 2026","passed","Sun May 17 16:04:39 UTC 2026","TestBillingReports","test_billing","",""
"POST /auth/api/jd/ingest without token → 401/403.","258","test_p1_ingest_a_jd_json_no_auth","tests.api","Sun May 17 16:02:39 UTC 2026","passed","Sun May 17 16:02:39 UTC 2026","TestAuthUniversityP1","test_auth","",""
"","217","test_reject_my_pending_university_invite","tests.api","Sun May 17 16:02:25 UTC 2026","passed","Sun May 17 16:02:25 UTC 2026","TestAuthUniversity","test_auth","",""
"P0: POST /v1/analyze/session/minute-score — compute minute-level score.","229","test_analyze_session_minute_score","tests.api","Sun May 17 16:05:48 UTC 2026","passed","Sun May 17 16:05:49 UTC 2026","TestInterviewNewEndpoints","test_interview","",""
"P1: POST /skills with empty body → 422.","209","test_p1_create_skill_empty","tests.api","Sun May 17 16:06:12 UTC 2026","passed","Sun May 17 16:06:12 UTC 2026","TestMentorshipSkills","test_mentorship","",""
"","228","test_get_user_profile","tests.api","Sun May 17 16:05:43 UTC 2026","passed","Sun May 17 16:05:43 UTC 2026","TestAIInterview","test_interview","",""
"POST without token → 401.","266","test_p1_promote_admin_no_auth","tests.api","Sun May 17 16:03:36 UTC 2026","passed","Sun May 17 16:03:36 UTC 2026","TestAuthCompanyAdmin","test_auth","",""
"GET /auth/roles/99999 → 404.","419","test_p1_get_nonexistent_role","tests.api","Sun May 17 16:02:23 UTC 2026","passed","Sun May 17 16:02:23 UTC 2026","TestAuthProtectedP1","test_auth","",""
"","213","test_p1_delete_assessment_nonexistent","tests.api","Sun May 17 16:16:24 UTC 2026","passed","Sun May 17 16:16:25 UTC 2026","TestQuizP1","test_quiz","",""
"P0: Trigger background check (requires mentor role → may 403).","214","test_trigger_background_check","tests.api","Sun May 17 16:06:24 UTC 2026","passed","Sun May 17 16:06:24 UTC 2026","TestMentorshipOnboarding","test_mentorship","",""
"POST /v1/interview/start without position → 422.","250","test_p1_start_interview_missing_position","tests.api","Sun May 17 16:05:47 UTC 2026","passed","Sun May 17 16:05:47 UTC 2026","TestAIInterviewP1","test_interview","",""
"","1172","test_get_java_questions","tests.api","Sun May 17 16:15:35 UTC 2026","passed","Sun May 17 16:15:36 UTC 2026","TestQuizAPIs","test_quiz","",""
"","387","test_reset_migration_admin","tests.api","Sun May 17 16:16:18 UTC 2026","passed","Sun May 17 16:16:18 UTC 2026","TestQuizAPIs","test_quiz","",""
"GET /idp/my-idps/99999 → 404.","215","test_p1_idp_get_nonexistent","tests.api","Sun May 17 16:03:52 UTC 2026","passed","Sun May 17 16:03:52 UTC 2026","TestAuthIDPCRUD","test_auth","",""
"P1: POST /resumes/99999/re-analyze → 404.","216","test_p1_trigger_reanalysis_nonexistent","tests.api","Sun May 17 16:17:07 UTC 2026","passed","Sun May 17 16:17:08 UTC 2026","TestResumeP1","test_resumes","",""
"","282","test_get_user_progress","tests.api","Sun May 17 16:05:43 UTC 2026","passed","Sun May 17 16:05:44 UTC 2026","TestAIInterview","test_interview","",""
"P1: GET /v1/evaluations/by-type/INVALID → 404 or empty.","214","test_p1_get_evals_invalid_type","tests.api","Sun May 17 16:16:57 UTC 2026","passed","Sun May 17 16:16:57 UTC 2026","TestQuizNewEndpointsP1","test_quiz","",""
"POST /v1/analyze/frame with empty frame_data → 422 or error.","229","test_p1_analyze_frame_empty_data","tests.api","Sun May 17 16:05:48 UTC 2026","passed","Sun May 17 16:05:48 UTC 2026","TestAIInterviewP1","test_interview","",""
"","358","test_create_company","tests.api","Sun May 17 16:02:44 UTC 2026","passed","Sun May 17 16:02:44 UTC 2026","TestAuthUniversityP1","test_auth","",""
"GET /idp/my-idps without token → 401/403.","265","test_p1_idp_list_no_auth","tests.api","Sun May 17 16:03:52 UTC 2026","passed","Sun May 17 16:03:52 UTC 2026","TestAuthIDPCRUD","test_auth","",""
"","220","test_reject_request","tests.api","Sun May 17 16:04:09 UTC 2026","passed","Sun May 17 16:04:09 UTC 2026","TestAuthClassrooms","test_auth","",""
"","214","test_p1_generate_interview_pdf_empty","tests.api","Sun May 17 16:16:22 UTC 2026","passed","Sun May 17 16:16:22 UTC 2026","TestQuizP1","test_quiz","",""
"","216","test_p1_evaluate_mcq_empty","tests.api","Sun May 17 16:16:47 UTC 2026","passed","Sun May 17 16:16:48 UTC 2026","TestQuizP1","test_quiz","",""
"P0: GET /v1/user/{id}/progress — user progress.","225","test_get_user_progress_new","tests.api","Sun May 17 16:05:51 UTC 2026","passed","Sun May 17 16:05:51 UTC 2026","TestInterviewNewEndpoints","test_interview","",""
